filename,region_shape_attributes,region_attributes
c1.jpeg,"{'name': 'circle', 'cx': 871, 'cy': 403, 'r': 17.515}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': ''}"
c1.jpeg,"{'name': 'circle', 'cx': 657, 'cy': 366, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c1.jpeg,"{'name': 'circle', 'cx': 677, 'cy': 423, 'r': 17}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': ''}"
c1.jpeg,"{'name': 'circle', 'cx': 418, 'cy': 811, 'r': 17}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c1.jpeg,"{'name': 'circle', 'cx': 504, 'cy': 932, 'r': 15.906}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c1.jpeg,"{'name': 'circle', 'cx': 636, 'cy': 1217, 'r': 17}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c1.jpeg,"{'name': 'circle', 'cx': 386, 'cy': 925, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c1.jpeg,"{'name': 'circle', 'cx': 889, 'cy': 969, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c1.jpeg,"{'name': 'circle', 'cx': 851, 'cy': 1023, 'r': 18}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c1.jpeg,"{'name': 'circle', 'cx': 943, 'cy': 879, 'r': 18}","{'Wrinkels': '1', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c1.jpeg,"{'name': 'circle', 'cx': 891, 'cy': 901, 'r': 15}","{'Wrinkels': '1', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c1.jpeg,"{'name': 'circle', 'cx': 618, 'cy': 1186, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c1.jpeg,"{'name': 'circle', 'cx': 837, 'cy': 936, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c1.jpeg,"{'name': 'circle', 'cx': 507, 'cy': 967, 'r': 10}","{'Wrinkels': '1', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c1.jpeg,"{'name': 'circle', 'cx': 449, 'cy': 948, 'r': 12}","{'Wrinkels': '1', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c2.jpeg,"{'name': 'circle', 'cx': 584, 'cy': 953, 'r': 24}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c2.jpeg,"{'name': 'circle', 'cx': 739, 'cy': 1122, 'r': 19}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c2.jpeg,"{'name': 'circle', 'cx': 445, 'cy': 1102, 'r': 20}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c2.jpeg,"{'name': 'circle', 'cx': 553, 'cy': 1017, 'r': 18.657}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c2.jpeg,"{'name': 'circle', 'cx': 545, 'cy': 1068, 'r': 19}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c2.jpeg,"{'name': 'circle', 'cx': 511, 'cy': 986, 'r': 15}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c2.jpeg,"{'name': 'circle', 'cx': 496, 'cy': 1031, 'r': 14}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c2.jpeg,"{'name': 'circle', 'cx': 481, 'cy': 1094, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c2.jpeg,"{'name': 'circle', 'cx': 730, 'cy': 448, 'r': 19}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c2.jpeg,"{'name': 'circle', 'cx': 757, 'cy': 353, 'r': 20}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c2.jpeg,"{'name': 'circle', 'cx': 867, 'cy': 520, 'r': 20}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c2.jpeg,"{'name': 'circle', 'cx': 915, 'cy': 495, 'r': 18}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c2.jpeg,"{'name': 'circle', 'cx': 952, 'cy': 546, 'r': 14}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c2.jpeg,"{'name': 'circle', 'cx': 962, 'cy': 566, 'r': 16}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c2.jpeg,"{'name': 'circle', 'cx': 797, 'cy': 397, 'r': 27.193}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c2.jpeg,"{'name': 'circle', 'cx': 695, 'cy': 510, 'r': 25}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c2.jpeg,"{'name': 'circle', 'cx': 876, 'cy': 1465, 'r': 21}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c2.jpeg,"{'name': 'circle', 'cx': 686, 'cy': 1419, 'r': 18.028}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c2.jpeg,"{'name': 'circle', 'cx': 666, 'cy': 1318, 'r': 18}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c2.jpeg,"{'name': 'circle', 'cx': 543, 'cy': 1100, 'r': 17}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c2.jpeg,"{'name': 'circle', 'cx': 590, 'cy': 1083, 'r': 19}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c2.jpeg,"{'name': 'circle', 'cx': 424, 'cy': 990, 'r': 35}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c2.jpeg,"{'name': 'circle', 'cx': 400, 'cy': 1045, 'r': 37}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
c2.jpeg,"{'name': 'circle', 'cx': 937, 'cy': 937, 'r': 16}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
c2.jpeg,"{'name': 'circle', 'cx': 735, 'cy': 927, 'r': 19}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
d1.jpeg,"{'name': 'circle', 'cx': 451, 'cy': 606, 'r': 21}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '1', 'Mole and Tags': '', 'Acne': ''}"
d1.jpeg,"{'name': 'circle', 'cx': 196, 'cy': 612, 'r': 30}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '1', 'Mole and Tags': '', 'Acne': ''}"
d2.jpeg,"{'name': 'circle', 'cx': 300, 'cy': 636, 'r': 86}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '1', 'Mole and Tags': '', 'Acne': ''}"
d2.jpeg,"{'name': 'circle', 'cx': 176, 'cy': 704, 'r': 53}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '1', 'Mole and Tags': '', 'Acne': ''}"
d3.jpeg,"{'name': 'circle', 'cx': 379, 'cy': 768, 'r': 16}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
d3.jpeg,"{'name': 'circle', 'cx': 297, 'cy': 637, 'r': 45.349}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '1', 'Mole and Tags': '', 'Acne': ''}"
d3.jpeg,"{'name': 'circle', 'cx': 359, 'cy': 665, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e1.jpeg,"{'name': 'circle', 'cx': 345, 'cy': 405, 'r': 6}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e1.jpeg,"{'name': 'circle', 'cx': 380, 'cy': 372, 'r': 7}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e1.jpeg,"{'name': 'circle', 'cx': 350, 'cy': 388, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e1.jpeg,"{'name': 'circle', 'cx': 361, 'cy': 348, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e1.jpeg,"{'name': 'circle', 'cx': 445, 'cy': 665, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e1.jpeg,"{'name': 'circle', 'cx': 482, 'cy': 601, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e1.jpeg,"{'name': 'circle', 'cx': 497, 'cy': 581, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e1.jpeg,"{'name': 'circle', 'cx': 532, 'cy': 552, 'r': 12}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e1.jpeg,"{'name': 'circle', 'cx': 287, 'cy': 629, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e1.jpeg,"{'name': 'circle', 'cx': 278, 'cy': 603, 'r': 7}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e1.jpeg,"{'name': 'circle', 'cx': 270, 'cy': 618, 'r': 5.128}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e1.jpeg,"{'name': 'circle', 'cx': 237, 'cy': 637, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e1.jpeg,"{'name': 'circle', 'cx': 418, 'cy': 386, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
e2.jpeg,"{'name': 'circle', 'cx': 264, 'cy': 562, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e2.jpeg,"{'name': 'circle', 'cx': 255, 'cy': 642, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e2.jpeg,"{'name': 'circle', 'cx': 275, 'cy': 626, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e2.jpeg,"{'name': 'circle', 'cx': 293, 'cy': 639, 'r': 7}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e2.jpeg,"{'name': 'circle', 'cx': 174, 'cy': 639, 'r': 12}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e2.jpeg,"{'name': 'circle', 'cx': 114, 'cy': 706, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e2.jpeg,"{'name': 'circle', 'cx': 236, 'cy': 610, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e2.jpeg,"{'name': 'circle', 'cx': 216, 'cy': 680, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e2.jpeg,"{'name': 'circle', 'cx': 312, 'cy': 614, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e2.jpeg,"{'name': 'circle', 'cx': 178, 'cy': 738, 'r': 12}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e2.jpeg,"{'name': 'circle', 'cx': 216, 'cy': 711, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e3.jpeg,"{'name': 'circle', 'cx': 491, 'cy': 721, 'r': 12}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e3.jpeg,"{'name': 'circle', 'cx': 447, 'cy': 643, 'r': 12}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e3.jpeg,"{'name': 'circle', 'cx': 554, 'cy': 686, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e3.jpeg,"{'name': 'circle', 'cx': 508, 'cy': 713, 'r': 7.84}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e3.jpeg,"{'name': 'circle', 'cx': 539, 'cy': 665, 'r': 7}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e3.jpeg,"{'name': 'circle', 'cx': 540, 'cy': 682, 'r': 6}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
e3.jpeg,"{'name': 'circle', 'cx': 337, 'cy': 838, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '1', 'Acne': ''}"
f1.jpeg,"{'name': 'circle', 'cx': 665, 'cy': 647, 'r': 21}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '1', 'Acne': ''}"
f1.jpeg,"{'name': 'circle', 'cx': 565, 'cy': 1019, 'r': 16}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
f1.jpeg,"{'name': 'circle', 'cx': 528, 'cy': 1021, 'r': 17}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
f1.jpeg,"{'name': 'circle', 'cx': 481, 'cy': 1000, 'r': 16}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
f1.jpeg,"{'name': 'circle', 'cx': 591, 'cy': 1010, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
